sale_id,sale_date,dealer_id,model_code,sale_price
600287,2024-06-02,316,MODEL_10,44798.08
600288,2024-05-09,313,MODEL_6,45594.47
600289,2024-08-28,310,MODEL_1,39864.57
600290,2024-12-12,317,MODEL_1,33224.19
600291,2025-11-11,302,MODEL_7,42427.64
600292,2025-09-22,316,MODEL_10,45520.54
600293,2025-12-14,303,MODEL_3,37584.39
600294,2025-02-06,317,MODEL_3,41441.27
600295,2024-06-11,306,MODEL_10,47180.56
600296,2024-08-30,301,MODEL_10,41100.25
600297,2024-11-23,300,MODEL_5,39090.44
600298,2024-07-13,319,MODEL_4,54197.56
600299,2025-08-22,307,MODEL_10,44177.89
600300,2024-03-14,317,MODEL_9,54197.44
600301,2024-09-28,312,MODEL_1,61137.81
600302,2024-03-07,306,MODEL_5,49913.48
600303,2024-04-15,314,MODEL_4,50400.2
600304,2024-07-04,311,MODEL_7,57149.49
600305,2025-06-15,319,MODEL_3,36121.96
600306,2024-06-14,303,MODEL_5,50455.72
600307,2024-03-09,314,MODEL_8,39096.09
600308,2024-01-05,317,MODEL_4,40223.83
600309,2024-12-20,315,MODEL_4,43557.74
600310,2024-04-03,313,MODEL_7,40713.1
600311,2024-02-22,317,MODEL_8,53444.42
600312,2025-07-08,310,MODEL_2,57941.94
600313,2024-02-29,310,MODEL_7,59134.89
600314,2025-09-05,309,MODEL_7,37022.88
600315,2025-06-29,301,MODEL_8,34927.11
600316,2025-11-20,305,MODEL_4,38808.98
600317,2024-02-19,316,MODEL_2,39906.15
600318,2024-05-29,310,MODEL_5,48762.8
600319,2024-08-22,315,MODEL_8,62157.02
600320,2025-07-25,303,MODEL_10,43842.24
600321,2025-01-05,318,MODEL_9,45507.2
600322,2024-02-26,313,MODEL_8,49534.2
600323,2024-07-10,310,MODEL_7,65926.65
600324,2024-09-24,317,MODEL_7,37279.31
600325,2024-01-20,309,MODEL_2,41828.65
600326,2024-01-04,314,MODEL_1,24648.64
600327,2025-08-15,306,MODEL_6,34521.7
600328,2024-07-25,314,MODEL_5,43612.35
600329,2025-01-25,319,MODEL_4,45255.39
600330,2024-06-16,312,MODEL_9,49281.37
600331,2024-06-02,310,MODEL_9,48223.65
600332,2024-06-07,312,MODEL_7,41807.64
600333,2025-05-19,300,MODEL_8,42434.51
600334,2025-02-19,314,MODEL_2,40443.41
600335,2025-12-02,306,MODEL_9,43813.66
600336,2024-05-12,313,MODEL_10,57126.97
600337,2025-10-23,316,MODEL_8,50058.92
600338,2025-04-11,312,MODEL_1,26856.98
600339,2025-01-24,301,MODEL_5,33508.86
600340,2024-01-01,309,MODEL_1,47407.94
600341,2024-02-19,304,MODEL_10,43315.79
600342,2024-09-23,308,MODEL_2,44496.71
600343,2025-05-26,304,MODEL_4,58039.93
600344,2025-05-02,303,MODEL_7,39419.76
600345,2024-02-10,319,MODEL_7,46203.02
600346,2025-09-16,311,MODEL_5,57959.5
600347,2025-02-26,313,MODEL_10,41454.4
600348,2025-11-20,303,MODEL_8,54304.96
600349,2024-11-22,305,MODEL_7,56713.5
600350,2024-12-31,312,MODEL_1,51721.64
600351,2024-07-19,308,MODEL_8,41203.9
600352,2025-07-08,319,MODEL_7,52753.71
600353,2024-07-20,309,MODEL_10,51773.5
600354,2024-01-01,301,MODEL_9,42627.57
600355,2024-07-02,316,MODEL_3,43790.0
600356,2025-05-23,304,MODEL_3,43258.44
600357,2025-08-19,305,MODEL_3,41858.56
600358,2025-04-18,317,MODEL_3,49736.61
600359,2024-09-08,318,MODEL_9,34294.84
600360,2025-07-20,314,MODEL_6,50857.5
600361,2024-06-26,313,MODEL_1,39389.68
600362,2024-04-10,316,MODEL_2,49850.23
600363,2024-04-09,317,MODEL_6,60179.97
600364,2025-05-14,312,MODEL_3,38871.18
600365,2024-01-03,303,MODEL_7,27109.98
600366,2024-11-07,308,MODEL_1,36508.21
600367,2024-03-31,307,MODEL_2,46965.99
600368,2025-12-23,313,MODEL_8,48002.2
600369,2025-08-11,312,MODEL_7,45336.76
600370,2025-07-23,301,MODEL_10,50276.51
600371,2024-11-03,305,MODEL_8,50432.16
600372,2024-02-08,313,MODEL_8,48434.55
600373,2024-10-15,304,MODEL_7,55790.3
600374,2024-02-15,319,MODEL_6,52703.25
600375,2025-07-12,315,MODEL_9,47251.42
600376,2024-12-29,312,MODEL_9,35705.87
600377,2025-09-23,301,MODEL_5,46354.66
600378,2025-02-17,304,MODEL_1,47823.16
600379,2024-11-01,307,MODEL_2,34015.67
600380,2025-09-09,300,MODEL_4,37032.94
600381,2024-10-28,310,MODEL_6,40630.78
600382,2025-07-17,305,MODEL_9,34772.18
600383,2024-10-15,308,MODEL_2,47432.08
600384,2025-09-20,308,MODEL_7,45514.75
600385,2025-07-23,305,MODEL_3,39409.42
600386,2024-09-13,304,MODEL_6,53160.45
600387,2025-01-18,312,MODEL_9,34945.91
600388,2024-04-23,315,MODEL_9,41617.44
600389,2024-05-26,303,MODEL_2,45553.05
600390,2024-08-04,300,MODEL_1,44210.11
600391,2025-10-23,316,MODEL_3,54901.12
600392,2025-05-13,310,MODEL_9,49650.1
600393,2024-05-16,313,MODEL_2,57485.79
600394,2025-09-10,313,MODEL_10,26272.6
600395,2024-02-12,303,MODEL_5,41641.23
600396,2024-01-27,313,MODEL_1,64832.73
600397,2025-10-07,301,MODEL_9,40808.26
600398,2025-11-27,303,MODEL_2,53833.92
600399,2025-05-06,306,MODEL_10,37851.03
600400,2024-08-11,311,MODEL_3,43108.3
600401,2025-03-21,302,MODEL_6,24166.73
600402,2024-02-12,313,MODEL_7,40645.24
600403,2025-03-09,316,MODEL_4,51055.37
600404,2024-06-06,315,MODEL_6,40377.82
600405,2024-05-11,309,MODEL_1,43054.31
600406,2024-06-05,301,MODEL_2,57177.22
600407,2025-07-02,310,MODEL_6,61005.38
600408,2024-04-04,314,MODEL_9,34991.15
600409,2025-03-25,304,MODEL_9,55244.26
600410,2025-11-02,306,MODEL_2,54117.91
600411,2025-09-11,305,MODEL_4,50837.22
600412,2025-07-30,314,MODEL_7,44347.68
600413,2025-01-15,304,MODEL_1,44770.02
600414,2024-10-02,303,MODEL_3,46384.35
600415,2024-02-22,318,MODEL_3,51615.62
600416,2025-03-22,310,MODEL_5,52155.15
600417,2024-11-21,313,MODEL_8,37833.61
600418,2024-07-16,309,MODEL_8,45687.37
600419,2024-02-19,319,MODEL_4,25888.02
600420,2025-09-15,316,MODEL_1,61211.76
600421,2024-12-19,308,MODEL_1,33697.67
600422,2025-06-07,310,MODEL_8,49753.61
600423,2024-04-16,300,MODEL_9,35936.53
600424,2025-10-23,307,MODEL_3,47390.47
600425,2024-02-06,312,MODEL_8,57546.06
600426,2024-10-17,314,MODEL_2,43916.41
600427,2024-12-03,308,MODEL_5,33014.2
600428,2025-12-25,316,MODEL_6,46172.91
600429,2024-03-10,311,MODEL_5,49384.96
600430,2025-03-16,310,MODEL_7,47956.28
600431,2025-11-03,304,MODEL_3,59124.95
600432,2024-05-13,303,MODEL_10,48507.79
600433,2024-06-22,319,MODEL_9,33913.45
600434,2025-08-05,310,MODEL_6,52496.84
600435,2024-08-06,310,MODEL_1,39982.52
600436,2025-03-31,302,MODEL_6,41402.69
600437,2025-05-18,310,MODEL_6,36519.46
600438,2025-10-29,318,MODEL_3,41255.08
600439,2025-04-09,305,MODEL_3,51609.35
600440,2024-03-15,314,MODEL_7,43183.48
600441,2024-03-29,313,MODEL_6,35579.61
600442,2024-09-08,311,MODEL_2,40533.26
600443,2025-09-03,317,MODEL_2,60411.37
600444,2024-01-02,316,MODEL_10,48444.43
600445,2024-08-10,312,MODEL_8,50047.55
600446,2024-06-20,310,MODEL_9,54556.51
600447,2024-04-16,303,MODEL_8,33653.72
600448,2025-10-03,303,MODEL_7,58875.01
600449,2025-03-06,306,MODEL_3,27798.99
600450,2025-09-19,318,MODEL_10,45427.25
600451,2024-09-01,307,MODEL_2,35301.79
600452,2025-11-01,317,MODEL_6,42651.59
600453,2024-09-22,316,MODEL_7,36071.56
600454,2025-08-20,318,MODEL_5,24452.14
600455,2025-09-11,310,MODEL_10,47293.18
600456,2024-11-28,301,MODEL_4,57324.44
600457,2024-07-16,310,MODEL_6,58489.92
600458,2025-07-13,308,MODEL_7,37312.93
600459,2024-02-23,302,MODEL_8,39428.12
600460,2024-12-13,302,MODEL_10,53862.21
600461,2024-06-22,301,MODEL_3,53261.1
600462,2025-02-25,307,MODEL_4,35482.3
600463,2025-06-23,315,MODEL_1,50083.27
600464,2024-12-27,301,MODEL_6,45477.16
600465,2025-09-24,315,MODEL_9,44678.24
600466,2024-09-08,315,MODEL_9,46021.69
600467,2024-09-09,315,MODEL_5,38366.54
600468,2025-02-26,315,MODEL_6,39259.35
600469,2025-10-09,302,MODEL_4,41519.52
600470,2025-11-08,301,MODEL_7,41973.27
600471,2024-01-16,307,MODEL_1,37177.35
600472,2024-06-27,308,MODEL_9,42365.55
600473,2024-10-13,301,MODEL_8,39917.76
600474,2024-01-15,308,MODEL_5,53199.71
600475,2025-09-07,304,MODEL_6,51610.94
600476,2024-09-21,303,MODEL_6,39310.99
600477,2024-03-04,310,MODEL_10,38778.49
600478,2024-06-21,313,MODEL_4,38730.57
600479,2025-09-05,300,MODEL_4,38282.9
600480,2024-02-16,308,MODEL_4,47749.74
600481,2024-10-07,315,MODEL_2,58980.18
600482,2024-01-19,316,MODEL_8,40265.09
600483,2025-03-05,315,MODEL_8,50241.36
600484,2024-10-13,315,MODEL_8,43227.13
600485,2024-06-19,308,MODEL_9,38785.85
600486,2024-04-19,312,MODEL_8,44982.27
600487,2024-12-16,304,MODEL_2,36512.82
600488,2025-11-14,308,MODEL_4,47320.43
600489,2025-11-03,306,MODEL_2,49040.87
600490,2024-11-08,317,MODEL_10,35920.18
600491,2024-09-30,313,MODEL_5,47027.46
600492,2024-11-25,303,MODEL_1,39439.92
600493,2024-08-23,317,MODEL_7,40935.36
600494,2025-05-21,312,MODEL_8,50383.09
600495,2025-12-14,310,MODEL_4,27855.4
600496,2024-05-13,311,MODEL_1,50445.93
600497,2024-01-18,314,MODEL_3,47559.43
600498,2025-08-08,315,MODEL_9,47672.73
600499,2025-01-07,303,MODEL_9,35906.99
600500,2024-07-23,303,MODEL_7,31460.45
600501,2024-03-21,305,MODEL_6,29664.76
600502,2024-04-05,302,MODEL_6,54882.14
600503,2025-06-28,316,MODEL_10,57241.54
600504,2024-02-25,305,MODEL_3,34333.26
600505,2024-11-15,314,MODEL_8,44479.15
600506,2025-05-15,315,MODEL_5,47650.28
600507,2025-12-18,317,MODEL_8,56142.98
600508,2024-04-16,312,MODEL_1,38521.57
600509,2025-10-16,314,MODEL_10,47183.22
600510,2024-01-01,304,MODEL_9,47917.0
600511,2025-03-26,301,MODEL_9,40207.67
600512,2024-09-03,301,MODEL_5,47125.92
600513,2025-02-01,319,MODEL_3,49085.55
600514,2025-08-01,310,MODEL_6,37999.2
600515,2025-12-21,316,MODEL_8,33943.72
600516,2025-02-05,307,MODEL_3,55470.07
600517,2025-11-25,306,MODEL_3,49883.41
600518,2025-12-15,317,MODEL_9,27585.83
600519,2025-01-04,306,MODEL_8,36764.86
600520,2025-05-14,310,MODEL_10,47649.83
600521,2025-09-27,301,MODEL_5,51143.12
600522,2025-03-26,310,MODEL_5,42897.5
600523,2025-05-02,300,MODEL_4,70579.86
600524,2024-03-01,314,MODEL_3,49419.98
600525,2025-08-29,302,MODEL_6,49163.22
600526,2025-01-15,318,MODEL_8,38851.95
600527,2024-01-10,311,MODEL_6,34623.78
600528,2024-10-22,309,MODEL_6,50900.57
600529,2024-05-16,304,MODEL_4,51023.35
600530,2025-01-11,316,MODEL_10,57928.59
600531,2024-08-29,304,MODEL_2,47233.68
600532,2025-06-22,315,MODEL_8,27723.26
600533,2025-09-01,318,MODEL_5,47188.86
600534,2024-12-09,305,MODEL_5,32876.57
600535,2024-10-01,302,MODEL_4,25367.18
600536,2024-08-23,302,MODEL_9,50929.12
600537,2024-08-04,304,MODEL_2,36983.89
600538,2024-06-07,315,MODEL_5,51702.35
600539,2024-07-22,311,MODEL_3,52085.82
600540,2024-08-26,319,MODEL_7,39865.48
600541,2025-05-09,301,MODEL_2,39459.02
600542,2025-01-18,316,MODEL_7,49650.87
600543,2024-12-01,317,MODEL_6,45897.67
600544,2025-11-13,308,MODEL_2,48825.98
600545,2024-09-29,307,MODEL_4,53945.7
600546,2024-11-15,311,MODEL_9,47488.25
600547,2025-06-13,300,MODEL_6,49273.84
600548,2024-04-25,311,MODEL_6,56984.31
600549,2024-08-04,309,MODEL_3,47202.72
600550,2024-04-16,316,MODEL_8,30270.26
600551,2024-06-15,319,MODEL_10,46737.09
600552,2025-02-04,303,MODEL_2,56117.71
600553,2024-10-06,307,MODEL_4,54469.25
600554,2024-09-17,306,MODEL_3,65342.05
600555,2025-10-03,312,MODEL_6,40853.79
600556,2025-04-19,300,MODEL_6,30473.69
600557,2024-06-10,308,MODEL_8,43642.48
600558,2024-05-23,311,MODEL_6,50410.95
600559,2024-07-08,306,MODEL_5,42443.4
600560,2025-04-28,309,MODEL_6,42626.16
600561,2025-04-17,317,MODEL_3,47034.74
600562,2025-05-13,319,MODEL_9,47182.8
600563,2024-10-08,302,MODEL_1,39222.17
600564,2024-04-10,318,MODEL_4,34781.9
600565,2024-01-22,309,MODEL_2,45016.56
600566,2024-11-06,305,MODEL_4,42421.53
600567,2025-09-26,310,MODEL_5,32232.95
600568,2024-02-11,318,MODEL_7,39298.25
600569,2025-11-27,311,MODEL_2,39547.46
600570,2025-03-26,310,MODEL_5,45900.03
600571,2025-12-07,309,MODEL_9,45736.63
600572,2025-04-30,314,MODEL_10,44475.4
600573,2025-11-21,300,MODEL_3,29800.97
600574,2025-12-15,310,MODEL_3,51732.98
600575,2025-11-11,308,MODEL_3,49811.12
600576,2024-06-04,314,MODEL_10,56275.34
600577,2025-03-05,304,MODEL_4,45274.68
600578,2024-01-13,319,MODEL_10,42174.34
600579,2025-06-05,318,MODEL_10,40182.8
600580,2024-12-17,301,MODEL_10,41552.85
